ле0000009309                            5202888223136000010004,2202023  0
ле0000009309                            033984003972 000010014,6102023  0
ле0000009309                            5202888105173000010008,6602023  0
ле0000009309                            5202888102134000010011,2902023  0
ле0000009309                            5201279011604000010006,2002023  0
ле0000009309                            5201279067724000010012,4002023  0
ле0000009309                            5201279080815000010007,6002023  0
ле0000009309               289640201    2802896402016000010017,4502023  0
ле0000009309                            3337875797689000010013,6202023  0
ле0000009309               305910101    2803059101012000010004,9602023  0
