ле0000009039                            5201279049584000010007,5502023  0
ле0000009039                            5201279049621000010008,2002023  0
ле0000009039                            5902658066092000010006,1202023  0
ле0000009039                            4021354031584000010006,9002023  0
ле0000009039                            5202888105517000010011,9802023  0
ле0000009039                            5202888010620000010016,9002023  0
ле0000009039                            5019781055319000010036,4402023  0
ле0000009039                            3337872411083000010008,1802023  0
ле0000009039                            5205122000432000010004,7502023  0
ле0000009039                            0033984013162000010033,4202023  0
