ле0000009145                            033984032293 000010016,4002023  0
ле0000009145                            5600767644087000010006,8002023  0
ле0000009145                            5201279049324000010009,4502023  0
ле0000009145                            5201279049607000010007,0402023  0
ле0000009145                            3282770209938000010011,9802023  0
ле0000009145                            5200309851364000010012,6002023  0
ле0000009145                            5200309851371000010018,1002023  0
ле0000009145                            5055148412876000010010,6502023  0
ле0000009145                            3337875696548000010017,2402023  0
ле0000009145                            7317400002132000010003,6502023  0
ле0000009145                            5203622093824000010011,0002023  0
ле0000009145                            5213007455581000010006,4802023  0
