ле0000010217               191300102    2801913001027000010001,3602025  0
ле0000010217               189720103    2801897201031000010004,5002025  0
ле0000010217               301360201    2803013602012000010013,7302025  0
ле0000010217               253330111    2802533301115000020003,1902025  0
ле0000010217               093360302    2800933603020000020002,8402025  0
ле0000010217               261420203    2802614202034000010005,8102025  0
ле0000010217               149830103    2801498301031000010003,2602025  0
ле0000010217               175991114    2801759911146000010005,4302025  0
ле0000010217               017940101    2800179401015000010002,7202025  0
ле0000010217               261730104    2802617301048000010003,4602025  0
ле0000010217               171320701    2801713207018000010009,0702025  0
ле0000010217               096200102    2800962001026000010005,0802025  0
ле0000010217               239670302    2802396703026000010005,3202025  0
ле0000010217               301140101    2803011401013000010007,3402025  0
ле0000010217               323160101    2803231601019000020009,4902025  0
ле0000010217               232870325    2802328703254000010002,7702025  0
ле0000010217               225640104    2802256401048000010045,2602025  0
ле0000010217               298920103    2802989201038000010051,2602025  0
ле0000010217               308090103    2803080901032000020002,1202025  0
ле0000010217               300880105    2803008801055000010005,6002025  0
ле0000010217               255670201    2802556702012000020003,7702025  0
ле0000010217               076130401    2800761304014000010005,3902025  0
ле0000010217               293050106    2802930501064000010008,7802025  0
ле0000010217               274630103    2802746301032000010024,5102025  0
ле0000010217               245090201    2802450902013000010001,4302025  0
ле0000010217               178810201    2801788102010000010001,9402025  0
ле0000010217               307130101    2803071301018000010005,2002025  0
ле0000010217               269260104    2802692601040000010005,7002025  0
ле0000010217                            5212001113893000010007,0002025  0
ле0000010217               203920102    2802039201025000010005,5202025  0
ле0000010217               199110903    2801991109035000010006,4302025  0
ле0000010217               190210103    2801902101035000010005,4702025  0
ле0000010217               314200301    2803142003018000010002,7002025  0
ле0000010217               156220103    2801562201038000010006,6402025  0
ле0000010217               299450106    2802994501062000010007,5402025  0
ле0000010217               187790305    2801877903054000020005,7302025  0
ле0000010217                            3700822600279000010010,7802025  0
ле0000010217                            0705928002005000010019,2002025  0
ле0000010217                            5200416700067000010020,5002025  0
ле0000010217               032930201    2800329302018000010001,9502025  0
ле0000010217               204300102    2802043001024000010003,1202025  0
ле0000010217               269240302    2802692403026000010006,8802025  0
ле0000010217               287100104    2802871001043000010003,1502025  0
ле0000010217               242730212    2802427302129000010005,9202025  0
ле0000010217               189770501    2801897705010000010012,6402025  0
ле0000010217                            5202385010697000010001,2102025  0
ле0000010217               192551701    2801925517011000050001,5102025  0
ле0000010217               044770101    2800447701014000010004,0002025  0
ле0000010217               263520502    2802635205021000010016,2002025  0
ле0000010217               241060102    2802410601024000020004,8202025  0
ле0000010217               305370101    2803053701010000010015,1102025  0
ле0000010217               121840101    2801218401010000010002,1002025  0
ле0000010217                            7317400002132000010003,8702025  0
ле0000010217                            7317400015811000010003,8702025  0
ле0000010217               039560101    2800395601015000010003,0802025  0
ле0000010217                            5420024614697000010013,2002025  0
ле0000010217               292740901    2802927409014000010006,8202025  0
ле0000010217               305160201    2803051602012000010003,7102025  0
ле0000010217               201730201    2802017302010000010003,3802025  0
ле0000010217               201730301    2802017303017000010004,1102025  0
ле0000010217               069770101    2800697701017000010002,2602025  0
ле0000010217               319220501    2803192205011000010011,8102025  0
ле0000010217               224440102    2802244401029000010007,3302025  0
ле0000010217               231130102    2802311301023000010009,4502025  0
ле0000010217               306340101    2803063401016000010005,8902025  0
ле0000010217               023410102    2800234101027000020001,3402025  0
ле0000010217               122880301    2801228803019000010001,1102025  0
ле0000010217               306190103    2803061901037000010030,8502025  0
ле0000010217               270500101    2802705001010000010007,1202025  0
ле0000010217               188390302    2801883903024000010005,0302025  0
