ле0000009298                            3337875773430000010008,4702023  0
ле0000009298                            3592610001364000010006,2802023  0
ле0000009298                            8470003854504000010006,9202023  0
ле0000009298                            3337872414084000010010,5202023  0
ле0000009298                            3337875791885000010026,3002023  0
ле0000009298                            4210201154730000010008,5202023  0
ле0000009298                            4103330017369000010003,8802023  0
ле0000009298                            3282779123037000010006,6602023  0
ле0000009298                            5022339855019000010012,2802023  0
ле0000009298                            5213006870453000010013,0802023  0
