251208082458               010006156    501978101725600001        2025  0
251208082458               010002616    501978101121600001        2025  0
251208082458               010002442    505514840071200001        2025  0
251208082458               010000766    505514840036100001        2025  0
251208082458               010004673    506055288083800001        2025  0
251208082458               010002789     73373900680600002        2025  0
251208082458               010005528    328277039815100001        2025  0
251208082458               010002793    520646900783200001        2025  0
251208082458               010004498    520596510411300001        2025  0
251208082458               010005534     03398401710800001        2025  0
251208082458               010000579     03398403280400001        2025  0
