250723082047               010004954    352293000439400001        2025  0
250723082047               010002714    520288828102000003        2025  0
250723082047               010004900    520288827797900001        2025  0
250723082047               010004418    520288832012500001        2025  0
250723082047               010004953    352293000438700001        2025  0
250723082047               010004956    520512200440900002        2025  0
250723082047               010002720    520288828201000001        2025  0
250723082047               010005691    520041560044300001        2025  0
250723082047               010005688    333787559719700001        2025  0
250723082047               010004719    520131416815700001        2025  0
250723082047               010004314    520479901118500001        2025  0
250723082047               010001764    328277930917200001        2025  0
250723082047               010001544    505514840750600001        2025  0
